CustomerID,Contract,"Payment Method","Tenure Months","Total Revenue",Gender,Age,"Internet Type","Customer Status","Churn Category"
5937-EORGB,Month-to-month,"Electronic check",15,1734.7,Male,79,"Fiber Optic",Stayed,
3518-FSTWG,"Two year","Bank transfer (automatic)",72,9195.82,Male,67,"Fiber Optic",Stayed,
4818-DRBQT,Month-to-month,"Bank transfer (automatic)",29,3020.12,Male,29,"Fiber Optic",Churned,Attitude
2320-JRSDE,Month-to-month,"Electronic check",1,27.39,Female,33,None,Churned,Attitude
6108-OQZDQ,Month-to-month,"Electronic check",4,424.42,Female,21,"Fiber Optic",Churned,Attitude
0303-UNCIP,"One year","Mailed check",41,4211.35,Male,35,DSL,Stayed,
4075-JFPGR,"One year","Electronic check",51,5694.12,Female,27,"Fiber Optic",Stayed,
2866-IKBTM,Month-to-month,"Mailed check",1,60.18,Female,57,None,Joined,
0409-WTMPL,"One year","Credit card (automatic)",58,8727.75,Female,35,"Fiber Optic",Stayed,
5423-BHIXO,Month-to-month,"Electronic check",32,2764.24,Female,42,DSL,Stayed,
0784-ZQJZX,"Two year","Credit card (automatic)",72,3828.61,Male,22,None,Stayed,
7883-ROJOC,Month-to-month,"Mailed check",19,1495.34,Female,33,Cable,Stayed,
6985-HAYWX,Month-to-month,"Bank transfer (automatic)",26,2993.4,Female,50,"Fiber Optic",Stayed,
4452-QIIEB,Month-to-month,"Mailed check",7,488.68,Male,41,DSL,Stayed,
3635-QQRQD,"Two year","Credit card (automatic)",62,3289.81,Male,19,None,Stayed,
8849-PRIQJ,"One year","Electronic check",67,7464.36,Female,53,"Fiber Optic",Stayed,
0432-CAJZV,Month-to-month,"Mailed check",3,253.82,Male,47,"Fiber Optic",Joined,
3079-BCHLN,"One year","Bank transfer (automatic)",47,2973.35,Male,26,None,Stayed,
7596-LDUXP,"One year","Credit card (automatic)",12,1170.69,Female,61,"Fiber Optic",Stayed,
3086-RUCRN,Month-to-month,"Bank transfer (automatic)",66,9442.24,Female,33,"Fiber Optic",Stayed,
9256-JTBNZ,Month-to-month,"Bank transfer (automatic)",11,784.42,Female,40,None,Stayed,
1230-QAJDW,Month-to-month,"Mailed check",3,337.94,Male,32,Cable,Joined,
5032-MIYKT,Month-to-month,"Mailed check",1,109.51,Female,19,"Fiber Optic",Joined,
4647-XXZAM,Month-to-month,"Mailed check",6,461.66,Female,41,DSL,Stayed,
1746-TGTWV,Month-to-month,"Credit card (automatic)",1,114.24,Male,32,"Fiber Optic",Joined,
2242-MFOTG,"One year","Bank transfer (automatic)",33,3451.73,Male,29,"Fiber Optic",Stayed,
4565-EVZMJ,"One year","Mailed check",47,4051.5,Female,55,Cable,Stayed,
8313-KTIHG,Month-to-month,"Electronic check",4,410.2,Male,54,DSL,Stayed,
5118-MUEYH,Month-to-month,"Credit card (automatic)",48,6967.55,Female,22,"Fiber Optic",Stayed,
5044-LRQAQ,Month-to-month,"Bank transfer (automatic)",7,766.09,Female,19,"Fiber Optic",Stayed,
8903-XEBGX,Month-to-month,"Electronic check",2,196.51,Male,22,DSL,Joined,
1183-CANVH,"One year","Bank transfer (automatic)",23,1379.12,Female,55,DSL,Stayed,
2905-KFQUV,Month-to-month,"Credit card (automatic)",2,169.78,Female,61,"Fiber Optic",Joined,
6631-HMANX,"Two year","Credit card (automatic)",72,8470.3,Male,39,Cable,Stayed,
7054-DMVAS,"Two year","Bank transfer (automatic)",54,4524.86,Male,47,DSL,Stayed,
7268-WNTCP,"Two year","Bank transfer (automatic)",62,1413.29,Male,45,None,Stayed,
1272-ILHFG,"One year","Mailed check",15,591.85,Male,48,None,Stayed,
4070-OKWVH,Month-to-month,"Bank transfer (automatic)",52,6545.76,Female,60,"Fiber Optic",Stayed,
0804-YGEQV,"One year","Bank transfer (automatic)",43,2157.11,Female,59,None,Stayed,
2225-ZRGSG,"Two year","Bank transfer (automatic)",70,6962.65,Female,38,"Fiber Optic",Churned,Price
7253-UVNDW,"Two year","Credit card (automatic)",46,4539.35,Female,52,DSL,Churned,Dissatisfaction
9846-GKXAS,Month-to-month,"Bank transfer (automatic)",9,821.81,Female,53,"Fiber Optic",Churned,Attitude
6777-TGHTM,"One year","Credit card (automatic)",53,7364.9,Female,44,"Fiber Optic",Churned,Competitor
4919-MOAVT,Month-to-month,"Electronic check",3,338.24,Male,53,"Fiber Optic",Churned,Competitor
8028-PNXHQ,"Two year","Bank transfer (automatic)",62,4445.86,Male,40,None,Stayed,
8229-MYEJZ,Month-to-month,"Electronic check",10,953.85,Female,44,DSL,Stayed,
1098-TDVUQ,Month-to-month,"Bank transfer (automatic)",1,28.69,Female,34,None,Joined,
7606-BPHHN,"Two year","Credit card (automatic)",72,3660.43,Male,39,None,Stayed,
6048-NJXHX,"Two year","Electronic check",41,2353.31,Male,21,None,Stayed,
4980-URKXC,"One year","Bank transfer (automatic)",36,1174.01,Male,26,None,Stayed,
6516-NKQBO,"Two year","Credit card (automatic)",38,3922.8,Male,28,Cable,Stayed,
4065-JJAVA,Month-to-month,"Electronic check",1,96.49,Female,56,DSL,Joined,
8711-LOBKY,"Two year","Mailed check",59,3618.46,Male,50,None,Stayed,
7596-IIWYC,"Two year","Bank transfer (automatic)",27,1503.99,Female,62,None,Stayed,
3569-EDBPQ,Month-to-month,"Electronic check",24,2557.49,Female,44,"Fiber Optic",Stayed,
9337-SRRNI,"Two year","Credit card (automatic)",66,3245.26,Male,64,None,Stayed,
8695-WDYEA,Month-to-month,"Mailed check",1,90.55,Male,32,DSL,Joined,
2796-UUZZO,Month-to-month,"Credit card (automatic)",63,6125.79,Male,30,"Fiber Optic",Stayed,
5193-QLVZB,"Two year","Bank transfer (automatic)",63,9607.75,Male,52,"Fiber Optic",Stayed,
7338-ERIVA,"One year","Bank transfer (automatic)",39,1790.6,Male,40,DSL,Stayed,
1163-ONYEY,Month-to-month,"Credit card (automatic)",41,4194.1,Male,61,Cable,Stayed,
3413-DHLPB,Month-to-month,"Bank transfer (automatic)",60,6139.75,Male,57,"Fiber Optic",Stayed,
3787-TRIAL,Month-to-month,"Electronic check",21,565.75,Male,23,DSL,Stayed,
8198-RKSZG,Month-to-month,"Credit card (automatic)",14,1273.83,Female,43,DSL,Stayed,
3097-FQTVJ,"Two year","Mailed check",41,1223.99,Female,23,None,Stayed,
1898-JSNDC,"One year","Credit card (automatic)",39,4103.13,Female,23,DSL,Stayed,
9055-MOJJJ,"One year","Mailed check",64,5769.01,Female,39,Cable,Stayed,
8434-PNQZX,"Two year","Credit card (automatic)",42,4224.74,Female,56,DSL,Stayed,
2969-WGHQO,"One year","Electronic check",7,609.42,Female,39,DSL,Stayed,
7181-OQCUT,Month-to-month,"Mailed check",21,2548.69,Male,60,"Fiber Optic",Stayed,
4366-CTOUZ,"Two year","Mailed check",50,5793.45,Female,36,"Fiber Optic",Stayed,
3373-YZZYM,Month-to-month,"Mailed check",1,51.98,Male,57,None,Joined,
5215-LNLDJ,Month-to-month,"Electronic check",7,149.05,Female,20,DSL,Stayed,
4749-OJKQU,Month-to-month,"Electronic check",4,396.35,Female,36,"Fiber Optic",Stayed,
8671-KKKOS,Month-to-month,"Electronic check",46,2062.15,Female,50,DSL,Stayed,
9895-VFOXH,Month-to-month,"Mailed check",1,34.4,Female,19,DSL,Joined,
0463-TXOAK,"Two year","Credit card (automatic)",52,2536.74,Male,26,None,Stayed,
1439-LCGVL,"One year","Mailed check",26,505.1,Female,42,None,Stayed,
5600-PDUJF,Month-to-month,"Credit card (automatic)",6,473.26,Male,60,DSL,Stayed,
0052-DCKON,"One year","Bank transfer (automatic)",66,10830.97,Male,28,"Fiber Optic",Stayed,
8232-CTLKO,"Two year","Electronic check",66,4550.54,Female,58,DSL,Stayed,
6728-CZFEI,"One year","Mailed check",15,995.07,Female,28,DSL,Stayed,
2740-JFBOK,Month-to-month,"Electronic check",10,256.65,Male,35,None,Stayed,
7964-ZRKKG,"One year","Bank transfer (automatic)",67,8317.5,Male,44,"Fiber Optic",Stayed,
2075-RMJIK,Month-to-month,"Mailed check",5,477.85,Female,54,Cable,Stayed,
6419-ZTTLE,"One year","Electronic check",23,1501.65,Male,69,None,Stayed,
1925-LFCZZ,"One year","Bank transfer (automatic)",55,2743.45,Male,71,DSL,Stayed,
6726-NNFWD,"Two year","Credit card (automatic)",71,7589.71,Female,74,"Fiber Optic",Stayed,
0201-MIBOL,"Two year","Bank transfer (automatic)",66,7161.55,Female,68,"Fiber Optic",Stayed,
9840-DVNDC,Month-to-month,"Credit card (automatic)",6,511.45,Male,45,"Fiber Optic",Churned,Attitude
1708-PBBOA,"One year","Electronic check",42,2428.45,Female,51,DSL,Stayed,
8592-PLTMQ,"One year","Mailed check",64,1900.67,Female,53,None,Stayed,
3800-LYTRK,"One year","Mailed check",14,1282.67,Female,52,DSL,Stayed,
7722-CVFXN,"One year","Electronic check",54,6006.34,Male,50,"Fiber Optic",Stayed,
1661-CZBAU,"One year","Bank transfer (automatic)",48,5777.68,Male,50,DSL,Stayed,
0463-WZZKO,Month-to-month,"Credit card (automatic)",3,116.27,Male,23,None,Joined,
9885-MFVSU,"Two year","Credit card (automatic)",35,1802.05,Female,59,DSL,Stayed,
9993-LHIEB,"Two year","Mailed check",67,4769.69,Male,21,Cable,Stayed,
1303-SRDOK,"Two year","Credit card (automatic)",55,5375.45,Female,52,"Fiber Optic",Stayed,
6692-YQHXC,Month-to-month,"Credit card (automatic)",16,1644.38,Male,43,"Fiber Optic",Stayed,
7711-YIJWC,"One year","Bank transfer (automatic)",61,6040.42,Male,21,Cable,Stayed,
7586-ZATGZ,Month-to-month,"Electronic check",40,4082.25,Male,59,"Fiber Optic",Stayed,
0975-UYDTX,"One year","Credit card (automatic)",26,2931.14,Female,46,DSL,Stayed,
1335-MXCSE,"Two year","Credit card (automatic)",55,5683.45,Male,24,DSL,Stayed,
5640-CAXOA,"One year","Credit card (automatic)",30,1187.05,Female,23,Cable,Stayed,
8908-NMQTX,"Two year","Bank transfer (automatic)",72,4566.5,Male,36,Cable,Stayed,
1544-JJMYL,"One year","Credit card (automatic)",27,2909.83,Male,19,DSL,Stayed,
0980-FEXWF,"One year","Mailed check",26,1405.92,Male,32,DSL,Stayed,
7647-GYYKX,"Two year","Bank transfer (automatic)",54,3356.57,Female,48,None,Stayed,
1460-UZPRJ,"Two year","Mailed check",60,3066.55,Male,39,None,Stayed,
9633-XQABV,Month-to-month,"Electronic check",3,305.9,Female,33,"Fiber Optic",Joined,
6599-SFQVE,Month-to-month,"Electronic check",6,565.82,Female,27,Cable,Stayed,
5666-CYCYZ,Month-to-month,"Electronic check",24,2693.03,Female,21,"Fiber Optic",Stayed,
7672-VFMXZ,Month-to-month,"Electronic check",57,4019.37,Male,31,Cable,Stayed,
2569-WGERO,"Two year","Bank transfer (automatic)",72,3039.53,Female,30,None,Stayed,
8623-ULFNQ,Month-to-month,"Electronic check",26,1919.01,Female,79,DSL,Stayed,
4806-DXQCE,"Two year","Electronic check",70,10167.59,Female,77,"Fiber Optic",Stayed,
5913-INRQV,"One year","Mailed check",34,4029.46,Male,71,"Fiber Optic",Stayed,
0537-QYZZN,Month-to-month,"Electronic check",24,1955.19,Male,66,"Fiber Optic",Stayed,
0118-JPNOY,Month-to-month,"Credit card (automatic)",26,3070.89,Female,71,"Fiber Optic",Stayed,
1658-XUHBX,Month-to-month,"Credit card (automatic)",59,6301.5,Female,75,"Fiber Optic",Stayed,
6127-IYJOZ,Month-to-month,"Mailed check",1,86.23,Male,71,DSL,Joined,
5883-GTGVD,Month-to-month,"Electronic check",19,1973.36,Male,54,"Fiber Optic",Churned,Competitor
3976-BWUCK,Month-to-month,"Credit card (automatic)",30,3014.75,Female,63,"Fiber Optic",Churned,Competitor
4431-EDMIQ,Month-to-month,"Electronic check",7,667.59,Female,47,DSL,Stayed,
8535-SFUTN,Month-to-month,"Electronic check",61,8499.2,Male,21,"Fiber Optic",Stayed,
5174-ITUMV,"One year","Electronic check",67,9601.11,Male,37,"Fiber Optic",Stayed,
5684-FJVYR,"Two year","Bank transfer (automatic)",72,7254.6,Female,41,"Fiber Optic",Stayed,
3050-GBUSH,Month-to-month,"Credit card (automatic)",3,113.95,Female,25,DSL,Joined,
8975-SKGRX,"Two year","Bank transfer (automatic)",71,10842.48,Male,29,"Fiber Optic",Stayed,
2226-ICFDO,"Two year","Credit card (automatic)",72,6893.39,Female,39,DSL,Stayed,
9788-YTFGE,Month-to-month,"Mailed check",7,244.52,Male,47,None,Stayed,
8898-KASCD,"One year","Mailed check",39,1309.15,Male,41,DSL,Stayed,
9313-QOLTZ,Month-to-month,"Mailed check",26,1343.28,Male,31,None,Stayed,
2387-KDZQY,"One year","Mailed check",17,816.7,Male,46,None,Stayed,
7873-CVMAW,"Two year","Credit card (automatic)",72,9681.55,Male,61,DSL,Stayed,
0754-EEBDC,"Two year","Mailed check",4,174.93,Male,25,None,Stayed,
4623-ZKHLY,Month-to-month,"Bank transfer (automatic)",22,928.71,Male,43,None,Stayed,
2239-CGBUZ,"One year","Bank transfer (automatic)",51,5551.33,Female,56,Cable,Stayed,
8499-BRXTD,"One year","Mailed check",18,1098.99,Male,28,None,Stayed,
5780-INQIK,Month-to-month,"Electronic check",8,575.45,Female,52,DSL,Stayed,
1810-BOHSY,"One year","Credit card (automatic)",51,6696.05,Male,63,"Fiber Optic",Stayed,
9467-ROOLM,Month-to-month,"Mailed check",25,1218.3,Female,50,None,Stayed,
7673-LPRNY,"One year","Electronic check",23,2947.66,Female,43,DSL,Stayed,
5171-EPLKN,"Two year","Credit card (automatic)",27,1756.55,Male,27,None,Stayed,
6870-ECSHE,"One year","Mailed check",2,126.8,Female,23,None,Joined,
0769-MURVM,"Two year","Bank transfer (automatic)",72,4575.35,Female,44,Cable,Stayed,
7975-JMZNT,"Two year","Bank transfer (automatic)",66,7611.72,Male,19,DSL,Stayed,
2830-LEWOA,"One year","Credit card (automatic)",61,9077.03,Male,37,"Fiber Optic",Stayed,
2607-FBDFF,Month-to-month,"Credit card (automatic)",1,98.19,Male,32,DSL,Joined,
4057-FKCZK,"Two year","Bank transfer (automatic)",58,6563.99,Male,40,"Fiber Optic",Stayed,
4815-GBTCD,Month-to-month,"Electronic check",4,99.95,Female,55,DSL,Stayed,
4609-KNNWG,"Two year","Mailed check",27,614.9,Female,36,None,Stayed,
9867-XOBQA,"Two year","Mailed check",21,1164.07,Female,59,DSL,Stayed,
5996-EBTKM,"Two year","Bank transfer (automatic)",67,5609.51,Female,46,DSL,Stayed,
3223-DWFIO,Month-to-month,"Electronic check",4,382.09,Male,77,"Fiber Optic",Stayed,
3723-BFBGR,Month-to-month,"Credit card (automatic)",24,1609.14,Male,74,Cable,Stayed,
7322-OCWHC,"Two year","Bank transfer (automatic)",72,6831.53,Male,73,"Fiber Optic",Stayed,
0907-HQNTS,"Two year","Credit card (automatic)",70,11221.6,Female,74,"Fiber Optic",Stayed,
4395-PZMSN,Month-to-month,"Electronic check",5,500.4,Male,67,"Fiber Optic",Stayed,
0575-CUQOV,"One year","Electronic check",60,6890,Male,76,"Fiber Optic",Stayed,
2722-VOJQL,"One year","Credit card (automatic)",64,8453.82,Male,30,"Fiber Optic",Churned,Other
3259-FDWOY,"Two year","Bank transfer (automatic)",71,11084.84,Male,60,"Fiber Optic",Churned,Competitor
0731-EBJQB,"One year","Electronic check",52,1384.45,Female,24,None,Stayed,
0621-HJWXJ,Month-to-month,"Bank transfer (automatic)",63,6361.5,Female,54,"Fiber Optic",Stayed,
3088-FVYWK,"Two year","Credit card (automatic)",53,3064.16,Male,37,None,Stayed,
7975-TZMLR,"One year","Electronic check",47,5671.38,Male,37,"Fiber Optic",Stayed,
4378-BZYFP,"One year","Mailed check",17,1091.02,Male,41,None,Stayed,
2483-XSSMZ,"One year","Electronic check",39,2944.27,Female,22,DSL,Stayed,
8146-QQKZH,"Two year","Bank transfer (automatic)",71,6366.73,Female,25,DSL,Stayed,
7129-ACFOG,Month-to-month,"Electronic check",5,540.95,Female,56,Cable,Stayed,
8221-HVAYI,"Two year","Credit card (automatic)",35,2667.25,Male,60,Cable,Stayed,
2243-FNMMI,Month-to-month,"Mailed check",20,1035.8,Male,20,None,Stayed,
3566-HJGPK,Month-to-month,"Mailed check",1,61.89,Male,50,DSL,Joined,
7101-HRBLJ,"Two year","Bank transfer (automatic)",72,7252.5,Female,25,Cable,Stayed,
5453-YBTWV,"Two year","Credit card (automatic)",70,10471.7,Male,52,"Fiber Optic",Stayed,
9798-DRYDS,"One year","Mailed check",17,1879.73,Female,52,DSL,Stayed,
6050-FFXES,"Two year","Bank transfer (automatic)",69,8304.26,Female,51,"Fiber Optic",Stayed,
6177-PEVRA,"Two year","Credit card (automatic)",48,3252.79,Female,58,DSL,Stayed,
9481-WHGWY,"Two year","Credit card (automatic)",70,8204.85,Female,35,DSL,Stayed,
1179-INLAT,"One year","Mailed check",3,77.59,Male,33,None,Joined,
1845-ZLLIG,Month-to-month,"Mailed check",1,70.45,Male,45,DSL,Joined,
5260-UMPWX,Month-to-month,"Credit card (automatic)",26,1129.39,Female,41,None,Stayed,
2674-MIAHT,Month-to-month,"Mailed check",4,479.16,Female,26,"Fiber Optic",Stayed,
0315-LVCRK,Month-to-month,"Electronic check",11,1225.02,Male,54,"Fiber Optic",Stayed,
8550-XSXUQ,"One year","Credit card (automatic)",48,5283.86,Male,41,Cable,Stayed,
0744-GKNGE,Month-to-month,"Bank transfer (automatic)",64,7102.61,Female,31,"Fiber Optic",Stayed,
4318-RAJVY,"One year","Mailed check",10,226.65,Female,57,None,Stayed,
5939-XAIXZ,Month-to-month,"Mailed check",19,1734.62,Female,54,DSL,Stayed,
3969-GYXEL,Month-to-month,"Electronic check",11,1240.42,Female,46,"Fiber Optic",Stayed,
7581-EBBOU,"One year","Credit card (automatic)",60,6557.5,Female,49,DSL,Stayed,
3955-JBZZM,Month-to-month,"Electronic check",20,2549.1,Male,45,"Fiber Optic",Stayed,
9110-HSGTV,"Two year","Credit card (automatic)",69,7315.29,Female,46,DSL,Stayed,
7351-KYHQH,Month-to-month,"Electronic check",7,548.39,Female,67,Cable,Stayed,
4854-CIDCF,Month-to-month,"Electronic check",3,336.35,Female,74,"Fiber Optic",Joined,
5995-SNNEW,Month-to-month,"Electronic check",23,3284.68,Male,80,"Fiber Optic",Stayed,
8133-ANHHJ,"One year","Bank transfer (automatic)",49,6953.23,Female,77,"Fiber Optic",Stayed,
5331-RGMTT,Month-to-month,"Credit card (automatic)",54,7413.62,Male,67,"Fiber Optic",Stayed,
3627-FCRDW,Month-to-month,"Electronic check",9,884.88,Female,49,"Fiber Optic",Churned,Competitor
8650-RHRKE,Month-to-month,"Electronic check",4,118.5,Male,27,DSL,Churned,Dissatisfaction
7153-OANIO,Month-to-month,"Electronic check",1,97.53,Male,48,"Fiber Optic",Churned,Other
1091-SOZGA,"One year","Credit card (automatic)",56,7888.17,Female,27,"Fiber Optic",Stayed,
9571-EDEBV,"One year","Credit card (automatic)",71,9427.97,Male,60,"Fiber Optic",Stayed,
8067-NIOYM,"Two year","Credit card (automatic)",24,985.05,Female,51,None,Stayed,
1710-RCXUS,"One year","Credit card (automatic)",51,5084.26,Male,53,"Fiber Optic",Stayed,
4013-GUXND,Month-to-month,"Mailed check",1,68.94,Male,37,None,Joined,
3487-EARAT,"One year","Credit card (automatic)",70,6559.3,Female,46,DSL,Stayed,
6092-QZVPP,Month-to-month,"Credit card (automatic)",36,4425.31,Male,27,Cable,Stayed,
6461-PPAXN,"One year","Bank transfer (automatic)",35,3392.3,Female,20,Cable,Stayed,
9361-YNQWJ,"One year","Bank transfer (automatic)",64,2620.72,Female,36,None,Stayed,
9272-LSVYH,Month-to-month,"Mailed check",10,778.4,Male,23,"Fiber Optic",Stayed,
5799-JRCZO,"Two year","Credit card (automatic)",63,2747.26,Female,48,None,Stayed,
4373-VVHQL,Month-to-month,"Electronic check",1,73.32,Male,37,DSL,Joined,
6901-GOGZG,"Two year","Electronic check",60,7982.45,Male,28,DSL,Stayed,
5680-LQOGP,"Two year","Credit card (automatic)",68,6747.08,Female,21,Cable,Stayed,
5442-BXVND,Month-to-month,"Bank transfer (automatic)",33,1167.51,Female,49,None,Stayed,
9220-CXRSC,"Two year","Credit card (automatic)",69,6755.68,Female,56,DSL,Stayed,
8194-PEEBY,"One year","Mailed check",24,640.78,Female,38,None,Stayed,
7340-KEFQE,"Two year","Bank transfer (automatic)",51,1772.61,Female,23,Cable,Stayed,
5206-XZZQI,Month-to-month,"Mailed check",53,7006.78,Male,56,"Fiber Optic",Stayed,
5396-IZEPB,Month-to-month,"Credit card (automatic)",9,404.71,Male,37,None,Stayed,
3956-MGXOG,Month-to-month,"Electronic check",28,3192.47,Female,62,"Fiber Optic",Stayed,
3850-OKINF,"One year","Electronic check",71,7321.68,Male,42,DSL,Stayed,
7349-ALMUX,"Two year","Bank transfer (automatic)",37,3735.71,Male,35,Cable,Stayed,
2725-IWWBA,"One year","Mailed check",46,4328.8,Male,52,DSL,Stayed,
9585-KKMFD,"Two year","Mailed check",41,1536.62,Male,24,None,Stayed,
4817-KEQSP,"Two year","Bank transfer (automatic)",71,2521.99,Female,43,None,Stayed,
2999-AANRQ,"Two year","Credit card (automatic)",21,2012.29,Female,23,DSL,Stayed,
8221-EQDGL,Month-to-month,"Mailed check",35,3005.95,Male,27,DSL,Stayed,
8441-SHIPE,"Two year","Bank transfer (automatic)",67,2864.53,Female,53,None,Stayed,
9906-NHHVC,"Two year","Bank transfer (automatic)",65,3517.9,Female,75,Cable,Stayed,
7854-EKTJL,Month-to-month,"Electronic check",2,95.47,Female,31,None,Churned,Attitude
0742-NXBGR,Month-to-month,"Electronic check",1,115.71,Female,64,"Fiber Optic",Churned,Competitor
3315-TOTBP,Month-to-month,"Mailed check",15,1803.75,Male,29,"Fiber Optic",Churned,Dissatisfaction
3655-SNQYZ,"Two year","Credit card (automatic)",69,10188.02,Female,48,"Fiber Optic",Stayed,
5590-ZSKRV,Month-to-month,"Mailed check",8,792.49,Female,62,DSL,Stayed,
9294-TDIPC,Month-to-month,"Mailed check",5,144.85,Male,59,None,Stayed,
1766-GKNMI,Month-to-month,"Electronic check",29,2744.37,Male,56,"Fiber Optic",Stayed,
3164-YAXFY,Month-to-month,"Electronic check",57,3196,Male,56,DSL,Stayed,
7114-AEOZE,"Two year","Bank transfer (automatic)",60,2995.3,Female,53,None,Stayed,
8952-WCVCD,"One year","Bank transfer (automatic)",41,4565.9,Female,45,"Fiber Optic",Stayed,
5668-MEISB,"Two year","Credit card (automatic)",72,8118.92,Female,57,"Fiber Optic",Stayed,
7978-DKUQH,Month-to-month,"Electronic check",25,2725.25,Female,26,"Fiber Optic",Stayed,
8879-XUAHX,"Two year","Electronic check",71,9004.24,Male,42,"Fiber Optic",Stayed,
9548-ZMVTX,"Two year","Bank transfer (automatic)",72,7178.57,Male,31,"Fiber Optic",Stayed,
0380-ZCSBI,Month-to-month,"Credit card (automatic)",10,242.9,Male,56,None,Stayed,
1810-MVMAI,Month-to-month,"Electronic check",30,3441.4,Male,31,Cable,Stayed,
4429-WYGFR,Month-to-month,"Bank transfer (automatic)",26,2384.16,Male,36,DSL,Stayed,
6772-WFQRD,"One year","Bank transfer (automatic)",40,1878.75,Male,58,None,Stayed,
6818-DJXAA,Month-to-month,"Electronic check",10,1393.65,Female,43,"Fiber Optic",Stayed,
4232-JGKIY,Month-to-month,"Electronic check",1,45.57,Male,22,None,Joined,
3724-BSCVH,"One year","Mailed check",10,618.3,Male,37,None,Stayed,
1052-QJIBV,"Two year","Credit card (automatic)",71,2852.09,Female,28,None,Stayed,
2360-RDGRO,Month-to-month,"Electronic check",65,9490.95,Male,48,"Fiber Optic",Stayed,
8125-QPFJD,"Two year","Bank transfer (automatic)",72,6161.78,Female,36,DSL,Stayed,
1237-WIYYZ,Month-to-month,"Mailed check",18,581.31,Female,49,None,Stayed,
9761-XUJWD,Month-to-month,"Bank transfer (automatic)",5,382.9,Male,22,DSL,Stayed,
4132-POCZS,Month-to-month,"Electronic check",52,2020.9,Male,47,DSL,Stayed,
4086-WITJG,"Two year","Credit card (automatic)",71,2356.16,Male,53,None,Stayed,
2832-KJCRD,Month-to-month,"Electronic check",38,5038.6,Female,22,"Fiber Optic",Stayed,
5392-AKEMH,Month-to-month,"Electronic check",12,897.74,Female,50,DSL,Stayed,
9053-EJUNL,Month-to-month,"Electronic check",41,5359.39,Male,35,"Fiber Optic",Stayed,
2883-ILGWO,Month-to-month,"Bank transfer (automatic)",57,7833.1,Male,68,"Fiber Optic",Stayed,
2688-BHGOG,Month-to-month,"Electronic check",9,952.2,Male,73,"Fiber Optic",Stayed,
0601-WZHJF,Month-to-month,"Electronic check",14,667.7,Male,53,DSL,Churned,Attitude
4576-CSAJH,"One year","Credit card (automatic)",22,1930.71,Male,22,DSL,Churned,Competitor
5515-AKOAJ,Month-to-month,"Electronic check",54,7699.72,Female,38,"Fiber Optic",Churned,Dissatisfaction
8108-UXRQN,Month-to-month,"Electronic check",11,565.35,Female,23,Cable,Stayed,
7654-YWJUF,"One year","Bank transfer (automatic)",43,4192.85,Male,61,"Fiber Optic",Stayed,
7255-SSFBC,"Two year","Bank transfer (automatic)",72,8881.17,Male,42,"Fiber Optic",Stayed,
8677-HDZEE,Month-to-month,"Bank transfer (automatic)",56,6056.95,Female,42,"Fiber Optic",Stayed,
4335-BSMJS,"Two year","Credit card (automatic)",62,2074.21,Female,55,None,Stayed,
6007-TCTST,"Two year","Bank transfer (automatic)",72,9361.38,Female,57,"Fiber Optic",Stayed,
2252-NKNSI,"Two year","Mailed check",52,6126.89,Male,63,DSL,Stayed,
8942-DBMHZ,Month-to-month,"Mailed check",12,748.67,Male,26,None,Stayed,
6260-ONULR,Month-to-month,"Mailed check",1,104.99,Male,55,Cable,Joined,
8069-YQQAJ,Month-to-month,"Mailed check",14,419.7,Male,63,Cable,Stayed,
8267-KFGYD,Month-to-month,"Mailed check",1,31.19,Male,53,None,Joined,
9079-LWTFD,Month-to-month,"Mailed check",47,6912.51,Male,50,"Fiber Optic",Stayed,
7401-JIXNM,"Two year","Credit card (automatic)",54,6566.64,Female,27,Cable,Stayed,
3113-IWHLC,Month-to-month,"Mailed check",5,480.8,Male,24,DSL,Stayed,
4277-BWBML,"Two year","Bank transfer (automatic)",72,1937.01,Male,48,None,Stayed,
8263-QMNTJ,"Two year","Electronic check",72,11868.34,Male,46,"Fiber Optic",Stayed,
3750-RNQKR,Month-to-month,"Mailed check",12,463.69,Female,38,None,Stayed,
8766-PAFNE,"Two year","Credit card (automatic)",71,7554.27,Male,21,DSL,Stayed,
3170-GWYKC,Month-to-month,"Bank transfer (automatic)",60,7609.55,Female,30,"Fiber Optic",Stayed,
3853-LYGAM,Month-to-month,"Bank transfer (automatic)",17,1999.38,Male,58,"Fiber Optic",Stayed,
7284-BUYEC,Month-to-month,"Credit card (automatic)",5,229.4,Female,46,Cable,Stayed,
3865-ZFZIB,"Two year","Mailed check",19,1017.07,Male,25,None,Stayed,
3739-YBWAB,"One year","Mailed check",36,1317.95,Male,37,Cable,Stayed,
6992-TKNYO,"One year","Credit card (automatic)",38,3889.63,Male,34,DSL,Stayed,
3709-OIJEA,"One year","Electronic check",26,2957.32,Male,51,"Fiber Optic",Stayed,
1834-ABKHQ,"One year","Bank transfer (automatic)",52,3132.21,Female,59,Cable,Stayed,
0988-AADSA,"Two year","Bank transfer (automatic)",72,6534.59,Female,40,Cable,Stayed,
3727-OVPRY,"One year","Credit card (automatic)",66,4541.99,Male,32,None,Stayed,
4686-UXDML,Month-to-month,"Credit card (automatic)",21,2514.61,Female,24,"Fiber Optic",Stayed,
0289-IVARM,Month-to-month,"Electronic check",35,3550.95,Female,57,DSL,Stayed,
